Front;Back;Tags
O que é **Estresse crônico**?;Eixo HPA → CRH (hipotálamo) → ACTH (hipófise) → cortisol (adrenal);conhecimento-geral,biologia
O que é **Neutrófilos**?;Fagocitose rápida (mais numerosos, primeiros a chegar);conhecimento-geral,biologia
O que é **Macrófagos**?;Fagocitose, apresentação de antígenos, citocinas inflamatórias;conhecimento-geral,biologia
O que é **Células NK (Natural Killer)**?;Morte de células infectadas por vírus e tumorais;conhecimento-geral,biologia
O que é **Células Dendríticas**?;Sentinelas — capturam antígenos e ativam linfócitos T;conhecimento-geral,biologia
O que é **Eosinófilos**?;Defesa contra parasitas helmínticos;conhecimento-geral,biologia
O que é **Mastócitos**?;Liberação de histamina — alergia, inflamação;conhecimento-geral,biologia
O que é **PRRs (Pattern Recognition Receptors)**?;Receptores que reconhecem PAMPs (padrões moleculares associados a patógenos);conhecimento-geral,biologia
O que é **T CD4+ (Helper)**?;Orquestram a resposta imune — ativam B, T CD8+, macrófagos;conhecimento-geral,biologia
O que é **T CD8+ (Citotóxico)**?;Matam células infectadas por vírus e tumorais (perforina, granzimas, FasL);conhecimento-geral,biologia
O que é **Resposta primária**?;~7-14 dias (peak de IgM, depois IgG);conhecimento-geral,biologia
O que é **Resposta secundária**?;~2-3 dias (IgG rápida e alta);conhecimento-geral,biologia
O que é **Vacinação**?;Exposição controlada a antígenos (mortos, atenuados, subunidades, mRNA) → memória sem doença;conhecimento-geral,biologia
O que é **Sarcômero**?;Unidade contrátil — actina (filamentos finos) e miosina (filamentos grossos) entre linhas Z;conhecimento-geral,biologia
O que é **Acoplamento excitação-contração**?;Potencial de ação → Túbulos T → Liberação de Ca²⁺ do retículo sarcoplasmático → ligação ao troponina C → exposição do sítio de ligação da actina → ciclo de pontes cruzadas (ATP dependente);conhecimento-geral,biologia
O que é **Classificação**?;Longos (fêmur), curtos (carpo), planos (crânio), irregulares (vértebras), sesamoides (patela);conhecimento-geral,biologia
O que é **Estrutura**?;Periósteo (externa), osso compacto (cortical, 80%), osso esponjoso (trabecular, 20%), endósteo (interna);conhecimento-geral,biologia
O que é **Células ósseas**?;Osteoblastos (formação), osteoclastos (reabsorção), osteócitos (manutenção);conhecimento-geral,biologia
O que é **Fibrosas (sinartroses)**?;Imóveis (suturas do crânio);conhecimento-geral,biologia
O que é **Cartilaginosas (anfiartroses)**?;Semimóveis (discos intervertebrais);conhecimento-geral,biologia
O que é **Sinoviais (diartroses)**?;Móveis (joelho, ombro) — cápsula articular, líquido sinovial, cartilagem hialina;conhecimento-geral,biologia
O que é **Visão Computacional**?;Análise de imagens médicas (radiografia, tomografia, ressonância, patologia digital);conhecimento-geral,biologia
O que é **ECG e Sinais Fisiológicos**?;CNNs e LSTMs para detecção de arritmias, isquemia;conhecimento-geral,biologia
O que é **Tese de Church-Turing**?;toda função computável é computável por uma Máquina de Turing;conhecimento-geral,computacao
O que é **Máquina de Turing (MT)**?;7-tupla $M = (Q, \Sigma, \Gamma, \delta, q_0, q_{accept}, q_{reject})$ onde:;conhecimento-geral,computacao
O que é **Gargalo de von Neumann**?;barramento único entre CPU e memória limita a taxa de transferência de dados;conhecimento-geral,computacao
O que é **gramática livre de contexto (GLC)**?;4-tupla $G = (V, \Sigma, R, S)$:;conhecimento-geral,computacao
O que é **Funções básicas**?;zero ($Z(x) = 0$), sucessor ($S(x) = x+1$), projeções ($P_i^n(x_1,...,x_n) = x_i$);conhecimento-geral,computacao
O que é **Fechada sob**?;composição, recursão primitiva, minimização ($\mu$-operator);conhecimento-geral,computacao
O que é **Recursivamente Enumerável (RE)**?;"existe uma MT que aceita se a resposta for """"sim"""" (pode loopar para """"não"""")";conhecimento-geral,computacao
O que é **co-RE**?;complemento de um conjunto RE;conhecimento-geral,computacao
O que é **Mercado de Lisp Machines colapsa**?;Empresas como Symbolics, LMI e Texas Instruments falem quando hardware genérico (SUN, Apple Mac) supera máquinas Lisp dedicadas.;conhecimento-geral,computacao
O que é **Sistemas Especialistas falham**?;"Manutenção de regras exponencial, falta de senso comum (CYRC — Cyc de Lenat tenta capturar todo o """"conhecimento comum"""" com verba bilionária), rigidez.";conhecimento-geral,computacao
O que é **AI Winter**?;"DARPA corta financiamento; Stanford's SAIL e MIT AI Lab perdem recursos.";conhecimento-geral,computacao
O que é **Machine-Learning-Fundamentos**?;Nota dedicada aos fundamentos matemáticos (regressão, classificação, árvores, ensembles, SVMs, clustering).;conhecimento-geral,computacao
O que é **Redes-Neurais**?;Nota dedicada a arquiteturas neurais (MLP, CNN, RNN, LSTM, Transformer, GNN) com implementações.;conhecimento-geral,computacao
O que é **Filosofia-da-Mente**?;Conexões com o problema mente-corpo, consciência, qualia, livre-arbítrio — debates tocados pela IA.;conhecimento-geral,computacao
O que é **Emprego**?;Automação de tarefas cognitivas (advocacia, contabilidade, jornalismo, programação, arte). Debate: substituição vs. aumento.;conhecimento-geral,computacao
O que é **Produtividade**?;GitHub Copilot aumenta produtividade em 55% (estudo de 2023). IA pode adicionar $4.4 trilhões/ano à economia global (McKinsey, 2023).;conhecimento-geral,computacao
O que é **Desigualdade**?;Quem possui/controla IA? Efeito sobre salários, concentração de capital.;conhecimento-geral,computacao
O que é **Criatividade**?;Arte generativa (Midjourney, DALL-E, Sora) redefine autoria, originalidade, direitos autorais.;conhecimento-geral,computacao
O que é **Forget gate**?;$f_t = \sigma(W_f \cdot [h_{t-1}, x_t] + b_f)$ — o que esquecer;conhecimento-geral,computacao
O que é **Input gate**?;$i_t = \sigma(W_i \cdot [h_{t-1}, x_t] + b_i)$ — o que atualizar;conhecimento-geral,computacao
O que é **Candidate**?;$\tilde{C}_t = \tanh(W_C \cdot [h_{t-1}, x_t] + b_C)$ — novo valor candidato;conhecimento-geral,computacao
O que é **Cell state**?;$C_t = f_t \odot C_{t-1} + i_t \odot \tilde{C}_t$;conhecimento-geral,computacao
O que é **Output gate**?;$o_t = \sigma(W_o \cdot [h_{t-1}, x_t] + b_o)$ — o que emitir;conhecimento-geral,computacao
O que é **Hidden state**?;$h_t = o_t \odot \tanh(C_t)$;conhecimento-geral,computacao
O que é **Reset gate**?;$r_t = \sigma(W_r \cdot [h_{t-1}, x_t])$;conhecimento-geral,computacao
O que é **Update gate**?;$z_t = \sigma(W_z \cdot [h_{t-1}, x_t])$;conhecimento-geral,computacao
O que é **Hidden**?;$h_t = (1 - z_t) \odot h_{t-1} + z_t \odot \tilde{h}_t$;conhecimento-geral,computacao
O que é **Next Sentence Prediction (NSP)**?;prediz se duas sentenças são consecutivas;conhecimento-geral,computacao
O que é **Causal LM**?;cada token só vê tokens anteriores (masked self-attention);conhecimento-geral,computacao
O que é **In-context learning**?;capacidade de aprender tarefas pelos exemplos no prompt;conhecimento-geral,computacao
O que é **Rotary Position Embedding (RoPE)**?;codificação posicional rotativa;conhecimento-geral,computacao
O que é **Grouped Query Attention (GQA)**?;múltiplas queries compartilham keys/values;conhecimento-geral,computacao
O que é **Interferometria**?;síntese de abertura, telescópios virtuais do tamanho da Terra (EHT);conhecimento-geral,cosmologia
O que é **2 trilhões de galáxias**?;cada uma com centenas de bilhões de estrelas;conhecimento-geral,cosmologia
O que é **~10²² a 10²⁴ estrelas**?;número comparável aos grãos de areia de todas as praias da Terra;conhecimento-geral,cosmologia
O que é **~10⁸⁰ átomos**?;quase todos hidrogênio e hélio;conhecimento-geral,cosmologia
O que é **~27% matéria escura**?;detectada apenas gravitacionalmente;conhecimento-geral,cosmologia
O que é **~68% energia escura**?;força misteriosa que acelera a expansão;conhecimento-geral,cosmologia
O que é **Crítica:**?;argumento *Deus ex machina* — explica o desconhecido com o mais desconhecido;conhecimento-geral,cosmologia
O que é **Universal**?;"todos os povos têm cultura (não apenas os """"civilizados"""")";conhecimento-geral,cultura
O que é **Acumulativo**?;cultura como soma de conhecimentos e práticas;conhecimento-geral,cultura
O que é **Adquirido**?;cultura não é biológica, mas aprendida socialmente;conhecimento-geral,cultura
O que é **Complexo**?;cultura não é um traço isolado, mas um todo integrado;conhecimento-geral,cultura
O que é **Particularismo histórico**?;cada cultura tem sua própria história única — não se pode classificar culturas em estágios evolutivos universais;conhecimento-geral,cultura
O que é **Relativismo cultural**?;cada cultura deve ser compreendida em seus próprios termos, não julgada por padrões externos;conhecimento-geral,cultura
O que é **Método**?;trabalho de campo intensivo, coleta de dados empíricos minuciosos (línguas, mitos, artefatos, práticas);conhecimento-geral,cultura
O que é **Anti-racismo**?;Boas demonstrou que diferenças culturais não são determinadas biologicamente — combateu o racismo científico de seu tempo;conhecimento-geral,cultura
O que é **Estruturas profundas**?;oposições binárias (natureza/cultura, cru/cozido, raw/cooked) organizam o pensamento humano;conhecimento-geral,cultura
O que é **Imersão prolongada**?;o antropólogo vive com o grupo estudado por meses ou anos;conhecimento-geral,cultura
O que é **Participação**?;não apenas observa, mas participa da vida cotidiana — come, trabalha, celebra, sofre;conhecimento-geral,cultura
O que é **Aprender a língua nativa**?;condição para compreender significados do ponto de vista do nativo;conhecimento-geral,cultura
O que é **Superar o etnocentrismo**?;suspender os próprios valores para compreender os valores alheios;conhecimento-geral,cultura
O que é **Registro sistemático**?;diário de campo, gravações, fotografias, coleta de artefatos, genealogias;conhecimento-geral,cultura
O que é **Dimensão subjetiva**?;o antropólogo é o instrumento de pesquisa — suas reações, dificuldades e descobertas são parte do dado;conhecimento-geral,cultura
O que é **Descrição fina**?;"relato puramente comportamental, sem interpretação de significado. Ex.: """"ele contraiu a pálpebra direita""""";conhecimento-geral,cultura
O que é **Descrição espessa**?;"relato que interpreta o significado cultural. Ex.: """"ele piscou para uma amiga, imitando o tique nervoso de um terceiro, como código secreto em um jogo social complexo""""";conhecimento-geral,cultura
O que é **Antropologia compartilhada**?;Jean Rouch — filme etnográfico como colaboração, não extração de dados;conhecimento-geral,cultura
O que é **Virada ontológica**?;Viveiros de Castro, Descola — não apenas diferentes culturas, mas diferentes **mundos** — o perspectivismo ameríndio como ontologia alternativa;conhecimento-geral,cultura
O que é **Lewis Henry Morgan**?;*Ancient Society* (1877) — três estágios: selvageria, barbárie, civilização, cada um com subestágios;conhecimento-geral,cultura
O que é **Edward Tylor**?;"cultura evolui de formas simples a complexas; sobrevivências (traços culturais sem função atual) como evidência de estágios anteriores";conhecimento-geral,cultura
O que é **James Frazer**?;*O Ramo de Ouro* (1890) — evolução da magia à religião à ciência;conhecimento-geral,cultura
O que é **Características**?;hierarquia cultural (culturas superiores e inferiores), unilinearidade (todas as culturas seguem o mesmo caminho), determinismo tecnológico;conhecimento-geral,cultura
O que é **Críticas**?;etnocêntrico (civilização europeia como ápice), justifica colonialismo, ignora história específica de cada cultura;conhecimento-geral,cultura
O que é **Princípio**?;os valores, crenças e práticas de uma cultura só podem ser compreendidos dentro do contexto dessa cultura;conhecimento-geral,cultura
O que é **Não-julgamento**?;não existem culturas superiores ou inferiores — existem culturas diferentes;conhecimento-geral,cultura
O que é **Implicações metodológicas**?;o antropólogo deve suspender seus próprios valores (epoché) para compreender o ponto de vista nativo;conhecimento-geral,cultura
O que é **Implicações éticas**?;qualquer julgamento transcultural impõe valores de uma cultura sobre outra;conhecimento-geral,cultura
O que é **Limites do relativismo**?;até onde vai o relativismo? Práticas como infibulação, genocídio, escravidão devem ser relativizadas? O relativismo radical pode paralisar o julgamento moral;conhecimento-geral,cultura
O que é **Hibridização cultural**?;culturas não são bolhas isoladas, mas fluxos que se misturam. Música, comida, moda, religião — fronteiras culturais se dissolvem e recombinam;conhecimento-geral,cultura
O que é **Antropologia transnacional**?;estudo de diásporas, migrações, comunidades virtuais — grupos que não ocupam um único território;conhecimento-geral,cultura
O que é **Cultura global-local (glocalização)**?;o local e o global se co-produzem. McDonald's no Japão não é igual a McDonald's no Brasil — adaptação local de produtos globais;conhecimento-geral,cultura
